Make,Model,Year,Engine,Seating,Price
Toyota,Corolla  Altis Automatic 1.6,2022,1600,5,48
Suzuki,Alto  VX,2022,660,4,19.65
Suzuki,Cultus  VXR,2006,1000,5,8.1
Toyota,Raize  Z,2020,1000,5,47
BAIC,BJ40 Plus  ,2022,2000,5,87
Suzuki,Potohar  ,2002,1000,4,12.2
Toyota,Corolla  Altis 1.8,2015,1800,5,28.4
Honda,Civic  RS,2022,1500,5,84.95
Ford,Other  ,1992,1000,,3.25
Suzuki,Mehran  VXR,2004,800,4,6.2
Mitsubishi,L300  DX,2004,2500,17,16
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,52.85
Toyota,Vitz  F 1.3,2003,1300,5,17.5
Honda,City 5th Generation 1.3 i-VTEC,2013,1300,5,22
BMW,X5 Series  3.0i,2003,2800,5,45
FAW,Senya R7   ,2015,1000,5,10
Nissan,Clipper  ,2013,660,4,13.5
Suzuki,Mehran  VXR,2010,800,4,6.9
Suzuki,Alto  VX,2019,660,4,19
Peugeot,2008  Allure,2022,1200,5,64
Daihatsu,Move  Custom X,2019,660,4,26.75
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2007,1800,5,16.4
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,19.5
Mercedes,Benz C Class  C180,2006,1800,5,25
Toyota,Land Cruiser 80 Series VX Limited 4.2D,1996,4200,7,44
Suzuki,Mehran  VX Euro II,2018,796,4,9.3
Suzuki,Kizashi  Base Grade,2015,2400,5,39
Suzuki,Mehran  VX,2006,800,4,6.7
Suzuki,Cultus  VXLi,2010,1000,5,11
Suzuki,Mehran  VXR,2004,800,4,3.75
Mazda,RX8  Type S,2007,1300,4,28.5
Toyota,Prado 120 Series TZ 3.4,2004,3400,7,90
Daihatsu,Cuore  ,2005,800,5,8.2
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,36.5
Toyota,Corolla  XE-G,2001,1300,5,15
KIA,Sportage  AWD,2020,2000,5,60.5
DFSK,Glory 580  Pro,2022,1500,7,58.8
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2022,1500,5,44
KIA,Sportage  AWD,2022,2000,5,69
Toyota,Passo  Moda G,2018,1000,5,38.55
Toyota,Crown  Royal Saloon,1986,2500,5,12.5
Suzuki,Carry  Standard,2016,800,2,9
Honda,Vezel  Hybrid RS Sensing ,2014,1500,5,36.5
Mercedes,Benz C Class  C180,2006,1800,5,26.5
Honda,City  1.2L CVT,2022,1200,5,42.5
Nissan,Wingroad  15M V Limited,2007,1500,5,16.95
Toyota,Corolla  2.0D,2000,2000,5,10
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2019,1500,5,38
Toyota,Prado 120 Series TZ 3.0D,2003,3000,7,90
Suzuki,Alto  VX,2022,660,4,19.49
Honda,Civic Eagle Eye VTi Oriel Prosmatec 1.6,2005,1600,6,13.6
Suzuki,Mehran  VXR,1998,800,4,4.05
Suzuki,Cultus  VXR,2001,1000,5,7.2
KIA,Stonic  EX+,2022,1400,5,50
Honda,Civic  EXi,2004,1700,5,11.2
Suzuki,Wagon R  AGS,2022,1000,5,28.5
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2008,1800,5,16.25
Daewoo,Racer  ,2001,1500,5,4.65
Hyundai,Santro  Club,2005,1000,5,7.3
Toyota,Hiace  Grand Cabin,2013,2700,16,44
Toyota,Corolla Indus GLi 1.6,1997,1600,5,9.25
Daihatsu,Cuore  CX Eco,2003,800,5,6.2
Suzuki,Cultus  VXRi (CNG),2008,1000,5,8
Toyota,Corolla Axio  Hybrid 1.5,2017,1500,5,46.5
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,53
Honda,City  1.2L M/T,2021,1200,5,36.3
Peugeot,2008  Allure,2022,1200,5,59.74
Toyota,Corolla  Altis Automatic 1.6,2018,1600,5,37
DFSK,Glory 580  Pro,2021,1500,7,52
Suzuki,FX  GA,1988,800,5,2.4
Honda,Vezel  Hybrid Z,2016,1500,5,67
Suzuki,Mehran  VXR (CNG),2007,800,4,6
Mitsubishi,Lancer  GL,2004,1300,5,13.5
Toyota,Corolla  GLi 1.3 VVTi,2017,1300,5,29.9
Toyota,Corolla  GLi 1.3 VVTi,2011,1300,5,21.25
Suzuki,Mehran  VX Euro II,2014,796,4,9.25
Honda,Acty  ,2012,660,4,11.1
Toyota,Vitz  F 1.0,2006,1000,5,14.7
Suzuki,Alto  VXR,2022,660,4,21.8
Mitsubishi,Lancer  GLX 1.3,2005,1300,5,15
KIA,Sportage  FWD,2022,2000,5,70
Suzuki,Mehran  VX,1994,800,4,3
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,42
Toyota,Hiace  DX,1988,2000,16,9.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,54
DFSK,Glory 580  1.5 CVT,2021,1500,7,58
Toyota,Yaris  ATIV CVT 1.3,2021,1300,5,38.75
Honda,Civic  Oriel,2022,1500,5,64.75
Honda,Civic  ,2022,1500,5,83
Toyota,Corolla 9th Generation Altis Automatic 1.8,2006,1800,5,17
Toyota,Corolla  GLi 1.3 VVTi,2009,1300,5,18.5
Toyota,Corolla Indus XE Limited,1999,1300,5,9.5
Honda,City 5th Generation 1.5 i-VTEC Prosmatec,2018,1500,5,30.6
Honda,Civic  1.5 RS Turbo,2022,1500,5,86.5
Daihatsu,Atrai Wagon  CUSTOM TURBO R,2016,660,4,13.7
Suzuki,Cultus  Euro II (CNG),2014,1000,5,12
Honda,Civic  EXi Prosmatec,2006,13000,5,14
MG,HS  1.5 Turbo,2021,1500,5,61.5
Suzuki,Cultus  VXL,2017,1000,5,24.5
Toyota,Passo  G 1.3,2006,1300,5,17.25
Honda,City 5th Generation 1.3 i-VTEC,2015,1300,5,21.7
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,64.9
Honda,N One  Premium Tourer,2018,660,4,29.25
Suzuki,Mehran  VXR Euro II,2018,796,4,12.7
Mitsubishi,Lancer  GLX 1.3,2005,1300,5,13.1
Toyota,Rush  ,2007,1500,5,29
Mitsubishi,Pajero  Exceed 2.4,1992,2400,7,25
Toyota,Yaris  ATIV X CVT 1.5,2022,1500,5,40.65
Toyota,Corolla  GLi Automatic 1.3 VVTi,2016,1300,5,26.5
Toyota,Land Cruiser 100 Series Cygnus,2002,4700,7,80
Suzuki,Cultus  VXL,2018,1000,5,24
Honda,Vezel  Hybrid RS Sensing ,2016,1500,5,53
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,40.5
Toyota,Prius  S LED Edition 1.8,2012,1800,5,37
Honda,Civic Reborn VTi Oriel 1.8 i-VTEC,2011,1800,5,20
Honda,Civic  VTi 1.8 i-VTEC,2016,1800,5,34.5
Toyota,Yaris  ATIV X CVT 1.5,2021,1500,5,38.5
Toyota,Corolla  Altis Automatic 1.6,2018,1600,5,42.7
Toyota,Corolla  Altis Cruisetronic 1.8,2011,1800,5,30
Peugeot,2008  Active,2022,1200,5,60
Toyota,Corolla  Altis Grande CVT-i 1.8,2018,1800,5,42.25
Suzuki,Swift  GLX CVT,2022,1200,5,40.75
Toyota,Passo  X S ,2016,1000,5,28.25
Suzuki,Mehran  VXR,2002,800,4,6.25
Suzuki,Alto  VXL AGS,2019,660,4,21.25
Toyota,Corolla  GLi 1.3 VVTi,2016,1300,5,25.5
Honda,Civic Rebirth Oriel Prosmatec UG,2014,1800,5,27
Subaru,Stella  CUSTOM RS,2015,660,5,22.5
Toyota,Land Cruiser 80 Series ,1997,3000,7,40.5
Suzuki,Cultus  EURO II,2007,1000,5,8
Toyota,Corolla  GLi 1.3 VVTi,2014,1300,5,28
Hyundai,Santro  Plus,2002,1000,5,7.65
Toyota,Passo  + Hana 1.0,2010,1000,5,19.95
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2008,1800,5,17.15
Toyota,C-HR  ,2017,1800,5,74.5
Honda,City  1.2L CVT,2022,1200,5,37.85
Honda,City 5th Generation 1.3 i-VTEC,2017,1300,5,23.5
Toyota,Corolla  SE Limited,1988,1500,5,7.25
Daihatsu,Cuore  CX,2007,800,5,8.3
Honda,Civic Reborn ,2007,1800,5,17.25
Suzuki,Baleno  JXR,2005,1300,5,7.7
Suzuki,Mehran  VX (CNG),2006,800,4,6.3
Suzuki,Wagon R  VXL,2021,1000,5,23.5
KIA,Picanto  1.0 AT,2021,1000,5,26
Suzuki,Bolan  VX Euro II,2021,800,5,15
Honda,Civic  VTi Automatic 1.6,2001,1600,6,10.95
Toyota,Vitz  F 1.0,2004,1000,5,23.5
Suzuki,Cultus  VXR,2007,1000,5,7.8
Daewoo,Racer  Base Grade 1.5,1994,1500,5,4.55
Toyota,Prado  ,1991,3000,7,25
Toyota,Passo  Moda G,2018,1000,5,32
Suzuki,Mehran  VX Euro II Limited Edition,2019,796,4,13.55
Toyota,Land Cruiser 100 Series ,1999,4200,7,50
Toyota,Hiace  GL,2000,2000,16,20
Honda,Vezel  Hybrid RS Sensing ,2016,1500,5,60
Hyundai,Excel  Basegrade,1993,1500,5,5.75
Suzuki,Alto  VXR,2021,660,4,20.75
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,56
Suzuki,Bolan  VX Euro II,2022,800,5,17
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,63.25
Suzuki,Margalla  ,1996,1300,5,4.8
Suzuki,Cultus  VXR,2006,1000,5,7
Honda,Vezel  Hybrid Z Style Edition,2016,1500,5,57
Toyota,Corolla  GLi 1.3 VVTi,2013,1300,5,22.5
Honda,Civic  ,2003,1700,5,16.5
Toyota,Passo  X L Package,2011,1000,5,19
Honda,Civic  EXi,1996,1500,5,9.7
Suzuki,Swift  GL Manual,2022,1200,5,31.8
Suzuki,Swift  GL CVT,2022,1200,5,34.2
Suzuki,Alto  VXR,2022,660,4,22
Honda,City 5th Generation Aspire 1.5 i-VTEC,2013,1500,5,23
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2007,1800,5,18
KIA,Picanto  1.0 AT,2022,1000,5,31
Suzuki,Cultus  EURO II,2013,1000,5,13.5
Suzuki,Mehran  VX Euro II,2017,796,4,11.45
Suzuki,Bolan  VX (CNG),1991,800,5,4.2
Suzuki,Mehran  VX,2007,800,4,5.3
BMW,3 Series  320i,2006,2000,5,35
MG,HS  1.5 Turbo,2021,1500,5,63.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2019,1800,5,44
Suzuki,Alto  VXR,2021,660,4,22.25
Toyota,Corolla  Altis Grande X CVT-i 1.8 Black Interior,2022,1800,5,62.75
Toyota,Corolla  Altis Automatic 1.6,2019,1600,5,40
Honda,City 5th Generation Aspire 1.5 i-VTEC,2017,1500,5,27.25
Daihatsu,Cuore  ,2009,900,5,8
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2010,1800,5,19.5
BMW,3 Series  316i,2015,1600,6,75
Toyota,Corolla  GLi Automatic 1.3 VVTi,2019,1300,5,40
Suzuki,Bolan  VX Euro II,2019,800,5,13.5
KIA,Sportage  Alpha,2021,2000,5,57.55
Suzuki,Liana  RXi,2006,1300,4,9.15
DFSK,Glory 580  Pro,2021,1500,7,55
Honda,Civic  VTi Oriel 1.6,2003,1600,6,12.9
Honda,Civic  VTi 1.6,2001,1600,6,11.15
Chevrolet,Optra  1.6 Automatic,2005,1600,6,11.5
KIA,Sportage  Alpha,2022,2000,5,
Hyundai,Tucson  AWD A/T Ultimate,2022,2000,5,79
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,
Changan,Oshan X7  FutureSense,2022,1500,,
Toyota,Corolla  Altis Grande X CVT-i 1.8 Beige Interior,2022,1800,5,
Toyota,Prado  TX L Package 2.7,2017,2700,7,
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,30.5
Toyota,C-HR  S,2017,1800,5,
MG,HS  1.5 Turbo,2021,1500,5,
Toyota,Land Cruiser  ,1980,3000,7,19.5
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,
Honda,Grace Hybrid 6th Generation EX,2015,1500,6,
Toyota,Corolla  Altis X Automatic 1.6 Special Edition,2022,1600,5,
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,
Toyota,Corolla  Altis X Automatic 1.6,2022,1600,5,
Honda,City 5th Generation Aspire Prosmatec 1.5 i-VTEC,2018,1500,5,31.9
Toyota,Prado  TX L Package 2.7,2017,2700,7,
MG,HS  1.5 Turbo,2021,1500,5,59.5
Toyota,Fortuner  Legender ,2022,2800,7,
Peugeot,2008,2022,1200,5,56
Honda,City 5th Generation 1.3 i-VTEC Prosmatec,2018,1300,5,30.5
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,69
Hyundai,Elantra  GLS,2022,2000,5,56.5
Suzuki,Swift  GLX CVT,2022,1200,5,40.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,55
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,68.5
Peugeot,2008,2022,1200,5,64
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,68.5
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2022,1500,5,45.5
Toyota,Corolla  ,1989,1300,5,
Honda,Civic  1.5 VTEC Turbo Oriel,2022,1500,5,70
Changan,Karvaan  Plus,2022,1000,8,
Toyota,Prado 90 Series TZ 3.4,1999,3400,7,
Suzuki,Alto  VXR (CNG),2006,1000,4,7.45
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,
Hyundai,Elantra  GLS,2022,2000,5,
Suzuki,Mehran  VX (CNG),2012,800,4,5.8
Audi,e-tron  50 Quattro 230 kW,2022,4600,5,
Audi,e-tron  50 Quattro 230 kW,2022,4600,5,
Audi,e-tron  50 Quattro 230 kW,2020,4600,5,
Audi,e-tron GT  RS,2022,9500,5,
Audi,e-tron GT  RS,2022,9500,5,
Changan,Alsvin  1.5L DCT Comfort,2022,1500,5,35
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,35.6
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,37.5
Changan,Alsvin  1.5L DCT Lumiere,2021,1500,5,34.5
Changan,Alsvin  1.5L DCT Lumiere,2022,1500,5,38
Changan,Karvaan  Plus,2021,1000,8,23.8
Changan,Karvaan  Plus,2022,1000,8,26.5
Changan,Karvaan  Plus,2022,1000,8,24.5
Chery,Tiggo 8 Pro  1.6 DEX Plus,2022,1600,6,88
DFSK,Glory 580  Pro,2022,1500,7,53.25
DFSK,Glory 580  Pro,2022,1500,7,53.25
DFSK,Glory 580  Pro,2021,1500,7,49
DFSK,Glory 580  Pro,2022,1500,7,54.5
DFSK,Shahbaz  ,2014,1300,2,9
Daewoo,Cielo  ,1993,1500,5,5.25
Daewoo,Racer  Base Grade 1.5,1993,1500,5,5
Daihatsu,Boon  1.0 CL,2006,1000,5,14.7
Daihatsu,Charade  ,1989,1000,4,4.95
Daihatsu,Charade  ,1987,1000,4,4.6
Daihatsu,Charade  ,1988,1000,4,4.5
Daihatsu,Cuore  CL,2009,847,5,8
Daihatsu,Cuore  CL,2009,847,5,8
Daihatsu,Mira  Custom X,2013,650,4,14.9
Daihatsu,Mira  G Smart Drive Package,2007,650,4,15
Daihatsu,Move  X,2019,650,4,27.5
FAW,V2  VCT-i,2016,1300,5,10.7
Honda,Accord  ,2001,2400,5,12.75
Honda,Accord  ,1994,2000,5,7.9
Honda,Accord  ,2001,2400,5,12.75
Honda,Accord  CL9,2003,2400,5,30
Honda,Accord  CL9,2003,2400,5,45
Honda,Accord  CL9,2003,2400,5,30
Honda,Accord  CL9,2005,2400,5,19.5
Honda,Accord  CL9,2005,2400,5,20
Honda,Accord  Hybrid,2013,2000,5,76.25
Honda,BR-V  i-VTEC S,2020,1500,7,40
Honda,City  ,2022,1500,5,36.5
Honda,City  1.2L CVT,2022,1200,5,37.4
Honda,City  1.2L CVT,2022,1200,5,40.25
Honda,City  1.2L CVT,2022,1200,5,38
Honda,City  1.3 i-VTEC,2019,1300,5,31
Honda,City  1.3 i-VTEC,2019,1300,5,30.95
Honda,City  1.3 i-VTEC,2019,1300,5,32.5
Honda,City  1.5L CVT,2022,1500,5,43.9
Honda,City  1.5L CVT,2022,1500,5,40.19
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2020,1500,5,35
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2019,1500,5,35.5
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2022,1500,5,50
Honda,City  Aspire Prosmatec 1.5 i-VTEC,2020,1500,5,35.5
Honda,City  EXi,2003,1500,5,10
Honda,City  EXi S,2002,1500,5,10.8
Honda,City  i-DSI,2005,1300,7,15.25
Honda,City  i-DSI,2005,1300,7,15
Honda,City  i-DSI,2004,1300,7,13.7
Honda,City  i-DSI,2003,1300,7,12
Honda,City  i-DSI,2005,1300,7,13.8
Honda,City  i-DSI Vario,2004,1300,7,12.6
Honda,City  i-DSI Vario,2008,1300,7,15.5
Honda,City 5th Generation 1.3 i-VTEC,2012,1500,5,21
Honda,City 5th Generation 1.3 i-VTEC,2012,1300,5,19.5
Honda,City 5th Generation 1.3 i-VTEC,2013,1300,5,21.25
Honda,City 5th Generation 1.3 i-VTEC,2015,1300,5,22.25
Honda,City 5th Generation 1.3 i-VTEC,2016,1300,5,26.5
Honda,City 5th Generation 1.3 i-VTEC,2011,1300,5,18.3
Honda,City 5th Generation 1.3 i-VTEC,2015,1300,5,25
Honda,City 5th Generation Aspire 1.5 i-VTEC,2018,1500,5,28.5
Honda,City 5th Generation Aspire Prosmatec 1.5 i-VTEC,2018,1500,5,32.5
Honda,Civic  1.5 VTEC Turbo Oriel,2016,1500,5,39.5
Honda,Civic  EXi,1999,1500,5,8.2
Honda,Civic  EXi,2001,1500,5,9.65
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,59.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2017,1800,5,40
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,60
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,55
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,59.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,44.5
Honda,Civic  Oriel 1.8 i-VTEC CVT,2018,1800,5,43
Honda,Civic  Oriel 1.8 i-VTEC CVT,2021,1800,5,60
Honda,Civic  Oriel 1.8 i-VTEC CVT,2022,1800,5,62.5
Honda,Civic  VTi 1.6,2004,1600,6,13.7
Honda,Civic  VTi 1.6,2006,1600,6,13
Honda,Civic  VTi Automatic 1.6,2000,1600,6,9
Honda,Civic  VTi Oriel Prosmatec 1.6,2006,1600,6,14.3
Honda,Civic  VTi Oriel UG Prosmatec 1.6,2006,1600,6,19
Honda,Civic EG ,1995,1500,5,9.25
Honda,Civic EG EX,1995,1500,5,6.4
Honda,Civic EG EX,1995,1500,5,8.5
Honda,Civic EG EX,1995,1500,5,6.8
Honda,Civic EK VTi Automatic 1.6,1998,1600,6,12.9
Honda,Civic Eagle Eye EXi,2005,1500,5,11
Honda,Civic Eagle Eye EXi,2005,1500,5,13.5
Honda,Civic Eagle Eye VTi Oriel Prosmatec 1.6,2005,1600,6,12.4
Honda,Civic Eagle Eye VTi Oriel Prosmatec 1.6,2005,1600,6,15
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2013,1800,5,28.25
Honda,Civic Rebirth VTi Oriel Prosmatec 1.8 i-VTEC,2014,1800,5,30.9
Honda,Civic Reborn VTi 1.8 i-VTEC,2007,1800,5,16.5
Honda,Civic Reborn VTi Oriel 1.8 i-VTEC,2007,1800,5,15.2
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2008,1800,5,15.5
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2008,1800,5,15.5
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2008,1800,5,21
Honda,Civic Reborn VTi Oriel Prosmatec 1.8 i-VTEC,2008,1800,5,19.5
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2007,1800,5,20.9
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2007,1800,5,20.9
Honda,Civic Reborn VTi Prosmatec 1.8 i-VTEC,2007,1800,5,16.5
Honda,Inspire  ,2004,3000,7,27.5
Honda,N Wgn  G,2020,600,5,35.5
Honda,N Wgn  G,2020,600,5,35.5
Honda,Vezel  Hybrid X,2014,1500,5,39.5
Honda,Vezel  Hybrid X Sensing,2017,1500,5,51.95
Honda,Vezel  Hybrid X Sensing,2017,1500,5,63.25
Honda,Vezel  Hybrid Z Style Edition,2014,1500,5,40
Hyundai,Elantra  GLS,2021,2000,5,50.3
Hyundai,Excel  ,1993,1500,5,3.8
Hyundai,Santro  Club,2003,1100,5,7.6
Hyundai,Santro  Club GV,2006,1100,5,8.75
JW,Forland Bravo  ,2021,1600,5,37
Jeep,Wrangler  ,2022,2000,4,13
KIA,Classic  ,2000,1300,5,3.25
KIA,Picanto  1.0 AT,2022,1000,5,28.25
KIA,Picanto  1.0 AT,2022,1000,5,30
KIA,Picanto  1.0 AT,2022,1000,5,30
KIA,Picanto  1.0 AT,2022,1000,5,28.25
KIA,Picanto  1.0 AT,2022,1000,5,28.8
KIA,Picanto  1.0 AT,2021,1000,5,28.5
KIA,Picanto  1.0 AT,2022,1000,5,28.75
KIA,Picanto  1.0 MT,2021,1000,5,24.9
KIA,Sorento  2.4 AWD,2022,2400,7,79
KIA,Sportage  2.0 LX 4x4,2005,2000,5,13.8
KIA,Sportage  AWD,2022,2000,5,69.5
KIA,Sportage  AWD,2020,2000,5,61.5
KIA,Sportage  AWD,2020,2000,5,60.5
KIA,Sportage  AWD,2022,2000,5,67.5
KIA,Sportage  AWD,2022,2000,5,69.5
KIA,Sportage  AWD,2021,2000,5,65
KIA,Sportage  Alpha,2021,2000,5,55.95
KIA,Stonic  EX,2022,1500,5,46
KIA,Stonic  EX+,2021,1400,5,47.5
KIA,Stonic  EX+,2021,1400,5,46.5
MG,HS  1.5 Turbo,2021,1500,5,66
MG,HS  1.5 Turbo,2021,1500,5,63
MG,HS  1.5 Turbo,2020,1500,5,65.5
MG,HS  1.5 Turbo,2021,1500,5,61.5
MG,HS  1.5 Turbo,2021,1500,5,62
MG,ZS EV  Luxury,2021,2200,5,86
MG,ZS EV  Luxury,2021,2200,5,88
MINI Cooper,Cooper  S,2007,1600,5,40
MINI Cooper,Cooper  S,2007,1600,5,40
Mazda,Axela  ,2006,1500,5,15.75
Mercedes,Benz C Class  C180,2006,1800,5,26.75
Mercedes,Benz C Class  C180,2006,1800,5,26.75
Mercedes,Benz C Class  C180,2008,1800,5,36.5
Mercedes,Benz C Class  C180,2008,1800,5,36.5
Mercedes,Benz C Class  C180,1994,1800,5,14
Mercedes,Benz E Class 3rd (W211) Generation E200,2003,2100,5,30.5
Mercedes,Benz E Class 4th (W212) Generation E200,2012,3500,5,92
Mercedes,Benz S Class  ,2001,3200,5,28.9
Mitsubishi,Lancer  ,1994,1300,5,4.2
Mitsubishi,Mirage  1.0 G,2013,1000,5,21.75
Mitsubishi,Mirage  1.0 G,2013,1000,5,21.75
Mitsubishi,Pajero  ,1992,3000,7,20.5
Mitsubishi,Pajero  Exceed Automatic 2.8D,1998,2800,7,34.95
Mitsubishi,Pajero Mini  Limited,1997,600,4,9
Nissan,AD Van  1.3 DX,2006,1300,5,11.75
Nissan,Juke  15RX Premium Personalize Package,2012,1500,5,28
Nissan,Leaf  ,2019,2200,5,74
Nissan,Sunny  ,1984,1300,5,3.95
Peugeot,2008  Allure,2022,1200,5,61.25
Proton,Saga  1.3L Ace A/T,2022,1300,5,32
Range Rover,Rover Vogue  ,2006,3600,7,60
Suzuki,APV  GLX,2020,1600,8,54
Suzuki,Alto  E,2009,600,4,15.1
Suzuki,Alto  E Manual,2014,600,4,16.9
Suzuki,Alto  G,2007,600,4,12.5
Suzuki,Alto  VX,2009,1000,4,8.9
Suzuki,Alto  VX,2022,600,4,19.75
Suzuki,Alto  VXL AGS,2019,600,4,22
Suzuki,Alto  VXR,2006,1000,4,7.1
Suzuki,Alto  VXR,2021,600,4,20
Suzuki,Alto  VXR,2021,600,4,20
Suzuki,Alto  VXR,2011,600,4,9.9
Suzuki,Alto  VXR,2022,600,4,20.75
Suzuki,Alto  VXR,2022,600,4,22
Suzuki,Alto  VXR,2019,600,4,19
Suzuki,Alto  VXR,2008,1000,4,8
Suzuki,Alto  VXR,2022,600,4,23
Suzuki,Alto  VXR,2021,600,4,20.5
Suzuki,Alto  VXR,2021,600,4,20.8
Suzuki,Alto  VXR,2022,600,4,21.5
Suzuki,Alto  VXR,2022,600,4,21.5
Suzuki,Alto  VXR (CNG),2008,1000,4,6.6
Suzuki,Baleno  ,2003,1300,5,7.9
Suzuki,Baleno  JXR,2003,1300,5,7.75
Suzuki,Bolan  GL,1990,800,5,3.8
Suzuki,Bolan  VX (CNG),2007,800,5,7.4
Suzuki,Cultus  ,1992,1000,5,19
Suzuki,Cultus  Auto Gear Shift,2021,1000,5,32.5
Suzuki,Cultus  EURO II,2014,1000,5,11
Suzuki,Cultus  Limited Edition,2016,1000,5,15
Suzuki,Cultus  VXL,2022,1000,5,30.5
Suzuki,Cultus  VXL,2021,1000,5,27.1
Suzuki,Cultus  VXL,2019,1000,5,24
Suzuki,Cultus  VXLi,2010,1000,5,10
Suzuki,Cultus  VXR,2000,1000,5,7.5
Suzuki,Cultus  VXR,2017,1000,5,19.5
Suzuki,Cultus  VXR (CNG),2005,1000,5,7.3
Suzuki,Cultus  VXR (CNG),2007,1000,5,7.8
Suzuki,Cultus  VXRi (CNG),2010,1000,5,11.25
Suzuki,Every  GA,2012,600,4,14
Suzuki,FX  GA,1988,800,5,1.7
Suzuki,FX  GA,1988,800,5,2.5
Suzuki,Hustler  G,2014,600,4,18.3
Suzuki,Kei  ,2005,600,4,12.5
Suzuki,Kei  ,2005,600,4,12.5
Suzuki,Khyber  ,1990,1000,5,3.1
Suzuki,Khyber  GA,1990,1000,5,3.3
Suzuki,Khyber  GA,1997,1000,5,6.8
Suzuki,Khyber  GA,1998,1000,5,5.5
Suzuki,Liana  Eminent Automatic,2009,1600,4,13.2
Suzuki,Liana  LXi,2006,1600,4,8.5
Suzuki,Liana  RXi,2008,1300,4,10.8
Suzuki,Liana  RXi,2008,1300,4,10.8
Suzuki,Margalla  GL Plus,1998,1300,5,7.9
Suzuki,Margalla  GL Plus,1995,1300,5,5.5
Suzuki,Mehran  VX,2003,800,4,4.7
Suzuki,Mehran  VX,1998,800,4,3.25
Suzuki,Mehran  VX,2009,800,4,6.75
Suzuki,Mehran  VX,2011,800,4,7.95
Suzuki,Mehran  VX,2008,800,4,5.7
Suzuki,Mehran  VX,2006,800,4,5.9
Suzuki,Mehran  VX (CNG),2005,800,4,6.2
Suzuki,Mehran  VX (CNG),1992,800,4,2.7
Suzuki,Mehran  VX (CNG),2007,800,4,5.2
Suzuki,Mehran  VX Euro II,2016,800,4,9.95
Suzuki,Mehran  VX Euro II,2012,800,4,4.95
Suzuki,Mehran  VX Euro II,2016,800,4,8.7
Suzuki,Mehran  VX Euro II,2014,800,4,7.5
Suzuki,Mehran  VXR,2011,800,4,5.3
Suzuki,Mehran  VXR,2010,800,4,6.6
Suzuki,Mehran  VXR,1989,800,4,3.2
Suzuki,Mehran  VXR,2006,800,4,5.95
Suzuki,Mehran  VXR (CNG),2008,800,4,6.9
Suzuki,Mehran  VXR Euro II,2018,800,4,11.5
Suzuki,Mehran  VXR Euro II,2017,800,4,11.8
